PS-b-2PLA	
X:	Y:
2.40167	-0.154
2.40333	-0.139
2.405	-0.139
2.40667	-0.152
2.40833	-0.158
2.41	-0.14
2.41167	-0.137
2.41333	-0.15
2.415	-0.158
2.41667	-0.143
2.41833	-0.14
2.42	-0.149
2.42167	-0.156
2.42333	-0.138
2.425	-0.135
2.42667	-0.148
2.42833	-0.154
2.43	-0.141
2.43167	-0.143
2.43333	-0.154
2.435	-0.159
2.43667	-0.146
2.43833	-0.148
2.44	-0.161
2.44167	-0.168
2.44333	-0.148
2.445	-0.146
2.44667	-0.155
2.44833	-0.159
2.45	-0.144
2.45167	-0.143
2.45333	-0.156
2.455	-0.168
2.45667	-0.152
2.45833	-0.146
2.46	-0.155
2.46167	-0.163
2.46333	-0.147
2.465	-0.142
2.46667	-0.149
2.46833	-0.156
2.47	-0.138
2.47167	-0.137
2.47333	-0.15
2.475	-0.153
2.47667	-0.133
2.47833	-0.129
2.48	-0.141
2.48167	-0.148
2.48333	-0.135
2.485	-0.139
2.48667	-0.15
2.48833	-0.159
2.49	-0.143
2.49167	-0.139
2.49333	-0.152
2.495	-0.162
2.49667	-0.147
2.49833	-0.145
2.5	-0.158
2.50167	-0.166
2.50333	-0.15
2.505	-0.146
2.50667	-0.155
2.50833	-0.165
2.51	-0.149
2.51167	-0.146
2.51333	-0.159
2.515	-0.17
2.51667	-0.154
2.51833	-0.15
2.52	-0.16
2.52167	-0.164
2.52333	-0.148
2.525	-0.145
2.52667	-0.158
2.52833	-0.166
2.53	-0.148
2.53167	-0.141
2.53333	-0.152
2.535	-0.163
2.53667	-0.146
2.53833	-0.143
2.54	-0.148
2.54167	-0.156
2.54333	-0.14
2.545	-0.136
2.54667	-0.148
2.54833	-0.158
2.55	-0.141
2.55167	-0.139
2.55333	-0.151
2.555	-0.16
2.55667	-0.144
2.55833	-0.141
2.56	-0.154
2.56167	-0.163
2.56333	-0.15
2.565	-0.146
2.56667	-0.157
2.56833	-0.171
2.57	-0.156
2.57167	-0.151
2.57333	-0.159
2.575	-0.168
2.57667	-0.155
2.57833	-0.151
2.58	-0.16
2.58167	-0.166
2.58333	-0.152
2.585	-0.151
2.58667	-0.162
2.58833	-0.174
2.59	-0.157
2.59167	-0.154
2.59333	-0.164
2.595	-0.172
2.59667	-0.155
2.59833	-0.148
2.6	-0.156
2.60167	-0.165
2.60333	-0.152
2.605	-0.145
2.60667	-0.155
2.60833	-0.163
2.61	-0.148
2.61167	-0.145
2.61333	-0.155
2.615	-0.165
2.61667	-0.149
2.61833	-0.145
2.62	-0.157
2.62167	-0.168
2.62333	-0.15
2.625	-0.143
2.62667	-0.152
2.62833	-0.166
2.63	-0.152
2.63167	-0.144
2.63333	-0.155
2.635	-0.164
2.63667	-0.149
2.63833	-0.144
2.64	-0.152
2.64167	-0.164
2.64333	-0.15
2.645	-0.144
2.64667	-0.156
2.64833	-0.169
2.65	-0.156
2.65167	-0.15
2.65333	-0.157
2.655	-0.167
2.65667	-0.149
2.65833	-0.142
2.66	-0.149
2.66167	-0.159
2.66333	-0.145
2.665	-0.142
2.66667	-0.154
2.66833	-0.164
2.67	-0.151
2.67167	-0.146
2.67333	-0.152
2.675	-0.159
2.67667	-0.147
2.67833	-0.143
2.68	-0.151
2.68167	-0.161
2.68333	-0.148
2.685	-0.143
2.68667	-0.158
2.68833	-0.171
2.69	-0.157
2.69167	-0.153
2.69333	-0.159
2.695	-0.169
2.69667	-0.151
2.69833	-0.139
2.7	-0.147
2.70167	-0.16
2.70333	-0.147
2.705	-0.142
2.70667	-0.151
2.70833	-0.163
2.71	-0.153
2.71167	-0.147
2.71333	-0.155
2.715	-0.168
2.71667	-0.156
2.71833	-0.149
2.72	-0.158
2.72167	-0.17
2.72333	-0.158
2.725	-0.151
2.72667	-0.161
2.72833	-0.176
2.73	-0.165
2.73167	-0.158
2.73333	-0.165
2.735	-0.18
2.73667	-0.164
2.73833	-0.153
2.74	-0.158
2.74167	-0.171
2.74333	-0.161
2.745	-0.151
2.74667	-0.159
2.74833	-0.172
2.75	-0.161
2.75167	-0.156
2.75333	-0.164
2.755	-0.175
2.75667	-0.164
2.75833	-0.155
2.76	-0.163
2.76167	-0.175
2.76333	-0.162
2.765	-0.155
2.76667	-0.161
2.76833	-0.171
2.77	-0.16
2.77167	-0.152
2.77333	-0.161
2.775	-0.171
2.77667	-0.155
2.77833	-0.143
2.78	-0.149
2.78167	-0.165
2.78333	-0.155
2.785	-0.146
2.78667	-0.154
2.78833	-0.166
2.79	-0.152
2.79167	-0.144
2.79333	-0.151
2.795	-0.163
2.79667	-0.154
2.79833	-0.146
2.8	-0.154
2.80167	-0.166
2.80333	-0.154
2.805	-0.149
2.80667	-0.157
2.80833	-0.167
2.81	-0.154
2.81167	-0.144
2.81333	-0.152
2.815	-0.165
2.81667	-0.155
2.81833	-0.147
2.82	-0.154
2.82167	-0.165
2.82333	-0.157
2.825	-0.15
2.82667	-0.165
2.82833	-0.176
2.83	-0.164
2.83167	-0.152
2.83333	-0.158
2.835	-0.166
2.83667	-0.157
2.83833	-0.152
2.84	-0.162
2.84167	-0.172
2.84333	-0.161
2.845	-0.153
2.84667	-0.162
2.84833	-0.177
2.85	-0.162
2.85167	-0.152
2.85333	-0.163
2.855	-0.177
2.85667	-0.163
2.85833	-0.15
2.86	-0.157
2.86167	-0.168
2.86333	-0.159
2.865	-0.15
2.86667	-0.159
2.86833	-0.173
2.87	-0.162
2.87167	-0.152
2.87333	-0.159
2.875	-0.169
2.87667	-0.159
2.87833	-0.147
2.88	-0.153
2.88167	-0.165
2.88333	-0.16
2.885	-0.151
2.88667	-0.155
2.88833	-0.168
2.89	-0.158
2.89167	-0.148
2.89333	-0.157
2.895	-0.175
2.89667	-0.166
2.89833	-0.156
2.9	-0.159
2.90167	-0.174
2.90333	-0.164
2.905	-0.155
2.90667	-0.162
2.90833	-0.171
2.91	-0.162
2.91167	-0.149
2.91333	-0.155
2.915	-0.168
2.91667	-0.159
2.91833	-0.143
2.92	-0.148
2.92167	-0.161
2.92333	-0.154
2.925	-0.145
2.92667	-0.148
2.92833	-0.16
2.93	-0.156
2.93167	-0.145
2.93333	-0.154
2.935	-0.167
2.93667	-0.16
2.93833	-0.151
2.94	-0.157
2.94167	-0.167
2.94333	-0.159
2.945	-0.147
2.94667	-0.157
2.94833	-0.171
2.95	-0.163
2.95167	-0.152
2.95333	-0.16
2.955	-0.173
2.95667	-0.165
2.95833	-0.151
2.96	-0.156
2.96167	-0.165
2.96333	-0.156
2.965	-0.142
2.96667	-0.151
2.96833	-0.163
2.97	-0.155
2.97167	-0.145
2.97333	-0.152
2.975	-0.166
2.97667	-0.161
2.97833	-0.147
2.98	-0.153
2.98167	-0.17
2.98333	-0.164
2.985	-0.154
2.98667	-0.16
2.98833	-0.174
2.99	-0.17
2.99167	-0.159
2.99333	-0.163
2.995	-0.178
2.99667	-0.171
2.99833	-0.158
3	-0.163
3.00167	-0.177
3.00333	-0.169
3.005	-0.158
3.00667	-0.162
3.00833	-0.175
3.01	-0.168
3.01167	-0.155
3.01333	-0.165
3.015	-0.182
3.01667	-0.175
3.01833	-0.16
3.02	-0.168
3.02167	-0.182
3.02333	-0.173
3.025	-0.158
3.02667	-0.163
3.02833	-0.176
3.03	-0.172
3.03167	-0.16
3.03333	-0.165
3.035	-0.176
3.03667	-0.172
3.03833	-0.159
3.04	-0.165
3.04167	-0.176
3.04333	-0.169
3.045	-0.16
3.04667	-0.167
3.04833	-0.182
3.05	-0.176
3.05167	-0.16
3.05333	-0.163
3.055	-0.174
3.05667	-0.172
3.05833	-0.162
3.06	-0.166
3.06167	-0.181
3.06333	-0.174
3.065	-0.159
3.06667	-0.162
3.06833	-0.178
3.07	-0.174
3.07167	-0.159
3.07333	-0.163
3.075	-0.179
3.07667	-0.176
3.07833	-0.161
3.08	-0.164
3.08167	-0.176
3.08333	-0.17
3.085	-0.154
3.08667	-0.157
3.08833	-0.175
3.09	-0.174
3.09167	-0.16
3.09333	-0.17
3.095	-0.18
3.09667	-0.175
3.09833	-0.16
3.1	-0.16
3.10167	-0.172
3.10333	-0.167
3.105	-0.16
3.10667	-0.167
3.10833	-0.178
3.11	-0.173
3.11167	-0.159
3.11333	-0.164
3.115	-0.176
3.11667	-0.171
3.11833	-0.159
3.12	-0.166
3.12167	-0.18
3.12333	-0.177
3.125	-0.164
3.12667	-0.165
3.12833	-0.176
3.13	-0.174
3.13167	-0.161
3.13333	-0.167
3.135	-0.177
3.13667	-0.175
3.13833	-0.164
3.14	-0.166
3.14167	-0.178
3.14333	-0.175
3.145	-0.162
3.14667	-0.163
3.14833	-0.176
3.15	-0.175
3.15167	-0.165
3.15333	-0.173
3.155	-0.188
3.15667	-0.183
3.15833	-0.17
3.16	-0.174
3.16167	-0.184
3.16333	-0.18
3.165	-0.166
3.16667	-0.17
3.16833	-0.185
3.17	-0.181
3.17167	-0.168
3.17333	-0.171
3.175	-0.183
3.17667	-0.183
3.17833	-0.17
3.18	-0.171
3.18167	-0.184
3.18333	-0.182
3.185	-0.165
3.18667	-0.166
3.18833	-0.178
3.19	-0.177
3.19167	-0.164
3.19333	-0.168
3.195	-0.179
3.19667	-0.177
3.19833	-0.166
3.2	-0.169
3.20167	-0.178
3.20333	-0.174
3.205	-0.159
3.20667	-0.16
3.20833	-0.173
3.21	-0.172
3.21167	-0.16
3.21333	-0.164
3.215	-0.178
3.21667	-0.175
3.21833	-0.16
3.22	-0.164
3.22167	-0.178
3.22333	-0.178
3.225	-0.164
3.22667	-0.166
3.22833	-0.18
3.23	-0.18
3.23167	-0.17
3.23333	-0.174
3.235	-0.186
3.23667	-0.182
3.23833	-0.167
3.24	-0.168
3.24167	-0.18
3.24333	-0.18
3.245	-0.169
3.24667	-0.171
3.24833	-0.183
3.25	-0.182
3.25167	-0.169
3.25333	-0.169
3.255	-0.183
3.25667	-0.182
3.25833	-0.166
3.26	-0.168
3.26167	-0.182
3.26333	-0.183
3.265	-0.168
3.26667	-0.17
3.26833	-0.185
3.27	-0.184
3.27167	-0.169
3.27333	-0.171
3.275	-0.18
3.27667	-0.179
3.27833	-0.168
3.28	-0.172
3.28167	-0.183
3.28333	-0.182
3.285	-0.166
3.28667	-0.169
3.28833	-0.182
3.29	-0.177
3.29167	-0.16
3.29333	-0.161
3.295	-0.176
3.29667	-0.178
3.29833	-0.164
3.3	-0.168
3.30167	-0.178
3.30333	-0.177
3.305	-0.165
3.30667	-0.168
3.30833	-0.181
3.31	-0.18
3.31167	-0.167
3.31333	-0.172
3.315	-0.184
3.31667	-0.181
3.31833	-0.161
3.32	-0.161
3.32167	-0.176
3.32333	-0.177
3.325	-0.162
3.32667	-0.161
3.32833	-0.175
3.33	-0.178
3.33167	-0.164
3.33333	-0.162
3.335	-0.174
3.33667	-0.175
3.33833	-0.159
3.34	-0.16
3.34167	-0.172
3.34333	-0.172
3.345	-0.162
3.34667	-0.165
3.34833	-0.179
3.35	-0.182
3.35167	-0.166
3.35333	-0.165
3.355	-0.179
3.35667	-0.182
3.35833	-0.167
3.36	-0.167
3.36167	-0.176
3.36333	-0.178
3.365	-0.164
3.36667	-0.163
3.36833	-0.176
3.37	-0.177
3.37167	-0.164
3.37333	-0.166
3.375	-0.178
3.37667	-0.182
3.37833	-0.167
3.38	-0.164
3.38167	-0.176
3.38333	-0.176
3.385	-0.16
3.38667	-0.16
3.38833	-0.171
3.39	-0.176
3.39167	-0.163
3.39333	-0.168
3.395	-0.18
3.39667	-0.186
3.39833	-0.172
3.4	-0.173
3.40167	-0.185
3.40333	-0.187
3.405	-0.17
3.40667	-0.172
3.40833	-0.186
3.41	-0.188
3.41167	-0.169
3.41333	-0.164
3.415	-0.174
3.41667	-0.177
3.41833	-0.165
3.42	-0.162
3.42167	-0.177
3.42333	-0.184
3.425	-0.169
3.42667	-0.164
3.42833	-0.176
3.43	-0.179
3.43167	-0.164
3.43333	-0.164
3.435	-0.177
3.43667	-0.177
3.43833	-0.161
3.44	-0.161
3.44167	-0.173
3.44333	-0.175
3.445	-0.161
3.44667	-0.158
3.44833	-0.171
3.45	-0.178
3.45167	-0.166
3.45333	-0.167
3.455	-0.181
3.45667	-0.187
3.45833	-0.173
3.46	-0.171
3.46167	-0.185
3.46333	-0.186
3.465	-0.171
3.46667	-0.173
3.46833	-0.187
3.47	-0.188
3.47167	-0.17
3.47333	-0.164
3.475	-0.174
3.47667	-0.185
3.47833	-0.174
3.48	-0.172
3.48167	-0.185
3.48333	-0.192
3.485	-0.177
3.48667	-0.175
3.48833	-0.185
3.49	-0.187
3.49167	-0.173
3.49333	-0.174
3.495	-0.182
3.49667	-0.184
3.49833	-0.17
3.5	-0.169
3.50167	-0.185
3.50333	-0.191
3.505	-0.178
3.50667	-0.177
3.50833	-0.189
3.51	-0.193
3.51167	-0.176
3.51333	-0.17
3.515	-0.182
3.51667	-0.188
3.51833	-0.171
3.52	-0.167
3.52167	-0.176
3.52333	-0.18
3.525	-0.166
3.52667	-0.167
3.52833	-0.18
3.53	-0.187
3.53167	-0.175
3.53333	-0.174
3.535	-0.186
3.53667	-0.192
3.53833	-0.178
3.54	-0.176
3.54167	-0.188
3.54333	-0.193
3.545	-0.175
3.54667	-0.171
3.54833	-0.182
3.55	-0.188
3.55167	-0.172
3.55333	-0.166
3.555	-0.177
3.55667	-0.185
3.55833	-0.173
3.56	-0.17
3.56167	-0.178
3.56333	-0.184
3.565	-0.17
3.56667	-0.166
3.56833	-0.176
3.57	-0.187
3.57167	-0.175
3.57333	-0.17
3.575	-0.181
3.57667	-0.19
3.57833	-0.179
3.58	-0.175
3.58167	-0.184
3.58333	-0.188
3.585	-0.173
3.58667	-0.171
3.58833	-0.18
3.59	-0.183
3.59167	-0.168
3.59333	-0.166
3.595	-0.177
3.59667	-0.184
3.59833	-0.168
3.6	-0.166
3.60167	-0.176
3.60333	-0.183
3.605	-0.17
3.60667	-0.167
3.60833	-0.182
3.61	-0.188
3.61167	-0.172
3.61333	-0.167
3.615	-0.177
3.61667	-0.184
3.61833	-0.172
3.62	-0.169
3.62167	-0.18
3.62333	-0.186
3.625	-0.169
3.62667	-0.165
3.62833	-0.176
3.63	-0.185
3.63167	-0.172
3.63333	-0.168
3.635	-0.179
3.63667	-0.188
3.63833	-0.176
3.64	-0.171
3.64167	-0.182
3.64333	-0.189
3.645	-0.179
3.64667	-0.177
3.64833	-0.185
3.65	-0.191
3.65167	-0.176
3.65333	-0.171
3.655	-0.182
3.65667	-0.189
3.65833	-0.172
3.66	-0.167
3.66167	-0.176
3.66333	-0.185
3.665	-0.168
3.66667	-0.163
3.66833	-0.177
3.67	-0.186
3.67167	-0.172
3.67333	-0.166
3.675	-0.175
3.67667	-0.185
3.67833	-0.171
3.68	-0.169
3.68167	-0.183
3.68333	-0.193
3.685	-0.179
3.68667	-0.172
3.68833	-0.185
3.69	-0.193
3.69167	-0.178
3.69333	-0.172
3.695	-0.186
3.69667	-0.196
3.69833	-0.184
3.7	-0.176
3.70167	-0.185
3.70333	-0.191
3.705	-0.175
3.70667	-0.167
3.70833	-0.178
3.71	-0.187
3.71167	-0.171
3.71333	-0.167
3.715	-0.177
3.71667	-0.186
3.71833	-0.175
3.72	-0.168
3.72167	-0.18
3.72333	-0.191
3.725	-0.178
3.72667	-0.175
3.72833	-0.183
3.73	-0.192
3.73167	-0.178
3.73333	-0.169
3.735	-0.18
3.73667	-0.19
3.73833	-0.178
3.74	-0.177
3.74167	-0.19
3.74333	-0.197
3.745	-0.184
3.74667	-0.175
3.74833	-0.184
3.75	-0.192
3.75167	-0.179
3.75333	-0.172
3.755	-0.181
3.75667	-0.189
3.75833	-0.178
3.76	-0.169
3.76167	-0.176
3.76333	-0.184
3.765	-0.172
3.76667	-0.168
3.76833	-0.18
3.77	-0.191
3.77167	-0.18
3.77333	-0.174
3.775	-0.181
3.77667	-0.19
3.77833	-0.176
3.78	-0.168
3.78167	-0.177
3.78333	-0.189
3.785	-0.177
3.78667	-0.17
3.78833	-0.178
3.79	-0.189
3.79167	-0.179
3.79333	-0.169
3.795	-0.178
3.79667	-0.187
3.79833	-0.176
3.8	-0.17
3.80167	-0.178
3.80333	-0.189
3.805	-0.177
3.80667	-0.168
3.80833	-0.18
3.81	-0.19
3.81167	-0.179
3.81333	-0.173
3.815	-0.179
3.81667	-0.188
3.81833	-0.177
3.82	-0.174
3.82167	-0.184
3.82333	-0.195
3.825	-0.184
3.82667	-0.178
3.82833	-0.185
3.83	-0.198
3.83167	-0.185
3.83333	-0.177
3.835	-0.187
3.83667	-0.198
3.83833	-0.184
3.84	-0.177
3.84167	-0.183
3.84333	-0.189
3.845	-0.172
3.84667	-0.163
3.84833	-0.175
3.85	-0.186
3.85167	-0.176
3.85333	-0.168
3.855	-0.176
3.85667	-0.184
3.85833	-0.173
3.86	-0.171
3.86167	-0.179
3.86333	-0.19
3.865	-0.179
3.86667	-0.173
3.86833	-0.183
3.87	-0.192
3.87167	-0.179
3.87333	-0.172
3.875	-0.18
3.87667	-0.193
3.87833	-0.184
3.88	-0.179
3.88167	-0.188
3.88333	-0.198
3.885	-0.186
3.88667	-0.18
3.88833	-0.19
3.89	-0.201
3.89167	-0.189
3.89333	-0.181
3.895	-0.188
3.89667	-0.2
3.89833	-0.192
3.9	-0.187
3.90167	-0.195
3.90333	-0.206
3.905	-0.193
3.90667	-0.183
3.90833	-0.185
3.91	-0.197
3.91167	-0.184
3.91333	-0.172
3.915	-0.182
3.91667	-0.196
3.91833	-0.184
3.92	-0.176
3.92167	-0.184
3.92333	-0.197
3.925	-0.189
3.92667	-0.175
3.92833	-0.185
3.93	-0.198
3.93167	-0.188
3.93333	-0.176
3.935	-0.185
3.93667	-0.196
3.93833	-0.184
3.94	-0.173
3.94167	-0.18
3.94333	-0.192
3.945	-0.186
3.94667	-0.178
3.94833	-0.185
3.95	-0.198
3.95167	-0.185
3.95333	-0.176
3.955	-0.183
3.95667	-0.199
3.95833	-0.189
3.96	-0.179
3.96167	-0.183
3.96333	-0.197
3.965	-0.188
3.96667	-0.18
3.96833	-0.184
3.97	-0.193
3.97167	-0.18
3.97333	-0.171
3.975	-0.182
3.97667	-0.194
3.97833	-0.185
3.98	-0.18
3.98167	-0.186
3.98333	-0.194
3.985	-0.182
3.98667	-0.171
3.98833	-0.176
3.99	-0.188
3.99167	-0.179
3.99333	-0.171
3.995	-0.181
3.99667	-0.195
3.99833	-0.186
4	-0.176
4.00167	-0.18
4.00333	-0.193
4.005	-0.184
4.00667	-0.175
4.00833	-0.181
4.01	-0.19
4.01167	-0.177
4.01333	-0.163
4.015	-0.169
4.01667	-0.181
4.01833	-0.172
4.02	-0.165
4.02167	-0.175
4.02333	-0.189
4.025	-0.18
4.02667	-0.172
4.02833	-0.181
4.03	-0.193
4.03167	-0.181
4.03333	-0.173
4.035	-0.181
4.03667	-0.194
4.03833	-0.187
4.04	-0.174
4.04167	-0.177
4.04333	-0.186
4.045	-0.176
4.04667	-0.167
4.04833	-0.175
4.05	-0.191
4.05167	-0.184
4.05333	-0.174
4.055	-0.183
4.05667	-0.196
4.05833	-0.187
4.06	-0.175
4.06167	-0.177
4.06333	-0.187
4.065	-0.176
4.06667	-0.167
4.06833	-0.174
4.07	-0.188
4.07167	-0.179
4.07333	-0.171
4.075	-0.176
4.07667	-0.189
4.07833	-0.182
4.08	-0.171
4.08167	-0.175
4.08333	-0.185
4.085	-0.176
4.08667	-0.164
4.08833	-0.172
4.09	-0.185
4.09167	-0.179
4.09333	-0.171
4.095	-0.177
4.09667	-0.19
4.09833	-0.183
4.1	-0.17
4.10167	-0.174
4.10333	-0.189
4.105	-0.184
4.10667	-0.177
4.10833	-0.186
4.11	-0.197
4.11167	-0.185
4.11333	-0.17
4.115	-0.176
4.11667	-0.191
4.11833	-0.183
4.12	-0.173
4.12167	-0.178
4.12333	-0.192
4.125	-0.185
4.12667	-0.172
4.12833	-0.176
4.13	-0.191
4.13167	-0.188
4.13333	-0.179
4.135	-0.185
4.13667	-0.198
4.13833	-0.189
4.14	-0.176
4.14167	-0.182
4.14333	-0.194
4.145	-0.188
4.14667	-0.18
4.14833	-0.186
4.15	-0.198
4.15167	-0.189
4.15333	-0.175
4.155	-0.177
4.15667	-0.19
4.15833	-0.186
4.16	-0.176
4.16167	-0.182
4.16333	-0.196
4.165	-0.19
4.16667	-0.181
4.16833	-0.186
4.17	-0.198
4.17167	-0.191
4.17333	-0.178
4.175	-0.185
4.17667	-0.201
4.17833	-0.197
4.18	-0.184
4.18167	-0.186
4.18333	-0.198
4.185	-0.192
4.18667	-0.18
4.18833	-0.183
4.19	-0.196
4.19167	-0.191
4.19333	-0.18
4.195	-0.184
4.19667	-0.201
4.19833	-0.196
4.2	-0.182
4.20167	-0.183
4.20333	-0.198
4.205	-0.191
4.20667	-0.178
4.20833	-0.182
4.21	-0.195
4.21167	-0.191
4.21333	-0.181
4.215	-0.184
4.21667	-0.194
4.21833	-0.185
4.22	-0.173
4.22167	-0.178
4.22333	-0.19
4.225	-0.182
4.22667	-0.17
4.22833	-0.171
4.23	-0.186
4.23167	-0.181
4.23333	-0.171
4.235	-0.176
4.23667	-0.194
4.23833	-0.188
4.24	-0.172
4.24167	-0.174
4.24333	-0.188
4.245	-0.182
4.24667	-0.173
4.24833	-0.178
4.25	-0.193
4.25167	-0.189
4.25333	-0.177
4.255	-0.179
4.25667	-0.193
4.25833	-0.187
4.26	-0.176
4.26167	-0.18
4.26333	-0.195
4.265	-0.189
4.26667	-0.172
4.26833	-0.171
4.27	-0.184
4.27167	-0.179
4.27333	-0.167
4.275	-0.17
4.27667	-0.183
4.27833	-0.179
4.28	-0.172
4.28167	-0.176
4.28333	-0.189
4.285	-0.185
4.28667	-0.175
4.28833	-0.175
4.29	-0.186
4.29167	-0.183
4.29333	-0.172
4.295	-0.176
4.29667	-0.19
4.29833	-0.184
4.3	-0.167
4.30167	-0.171
4.30333	-0.186
4.305	-0.185
4.30667	-0.176
4.30833	-0.179
4.31	-0.195
4.31167	-0.191
4.31333	-0.176
4.315	-0.177
4.31667	-0.191
4.31833	-0.188
4.32	-0.178
4.32167	-0.181
4.32333	-0.193
4.325	-0.186
4.32667	-0.169
4.32833	-0.169
4.33	-0.183
4.33167	-0.184
4.33333	-0.172
4.335	-0.176
4.33667	-0.193
4.33833	-0.19
4.34	-0.178
4.34167	-0.18
4.34333	-0.196
4.345	-0.192
4.34667	-0.176
4.34833	-0.175
4.35	-0.19
4.35167	-0.187
4.35333	-0.175
4.355	-0.177
4.35667	-0.189
4.35833	-0.187
4.36	-0.177
4.36167	-0.178
4.36333	-0.191
4.365	-0.188
4.36667	-0.174
4.36833	-0.175
4.37	-0.192
4.37167	-0.194
4.37333	-0.185
4.375	-0.185
4.37667	-0.197
4.37833	-0.196
4.38	-0.183
4.38167	-0.182
4.38333	-0.196
4.385	-0.197
4.38667	-0.183
4.38833	-0.182
4.39	-0.197
4.39167	-0.196
4.39333	-0.181
4.395	-0.181
4.39667	-0.193
4.39833	-0.19
4.4	-0.177
4.40167	-0.178
4.40333	-0.192
4.405	-0.19
4.40667	-0.177
4.40833	-0.18
4.41	-0.192
4.41167	-0.187
4.41333	-0.177
4.415	-0.182
4.41667	-0.195
4.41833	-0.195
4.42	-0.182
4.42167	-0.183
4.42333	-0.197
4.425	-0.193
4.42667	-0.178
4.42833	-0.178
4.43	-0.194
4.43167	-0.196
4.43333	-0.183
4.435	-0.182
4.43667	-0.195
4.43833	-0.192
4.44	-0.178
4.44167	-0.176
4.44333	-0.188
4.445	-0.187
4.44667	-0.172
4.44833	-0.174
4.45	-0.188
4.45167	-0.19
4.45333	-0.176
4.455	-0.174
4.45667	-0.192
4.45833	-0.195
4.46	-0.183
4.46167	-0.183
4.46333	-0.199
4.465	-0.2
4.46667	-0.188
4.46833	-0.187
4.47	-0.197
4.47167	-0.191
4.47333	-0.175
4.475	-0.176
4.47667	-0.187
4.47833	-0.188
4.48	-0.172
4.48167	-0.171
4.48333	-0.184
4.485	-0.183
4.48667	-0.173
4.48833	-0.177
4.49	-0.19
4.49167	-0.191
4.49333	-0.174
4.495	-0.178
4.49667	-0.194
4.49833	-0.194
4.5	-0.186
4.50167	-0.187
4.50333	-0.199
4.505	-0.199
4.50667	-0.184
4.50833	-0.18
4.51	-0.192
4.51167	-0.191
4.51333	-0.177
4.515	-0.178
4.51667	-0.192
4.51833	-0.194
4.52	-0.18
4.52167	-0.176
4.52333	-0.191
4.525	-0.194
4.52667	-0.182
4.52833	-0.181
4.53	-0.194
4.53167	-0.197
4.53333	-0.181
4.535	-0.18
4.53667	-0.196
4.53833	-0.199
4.54	-0.184
4.54167	-0.183
4.54333	-0.196
4.545	-0.198
4.54667	-0.181
4.54833	-0.18
4.55	-0.194
4.55167	-0.196
4.55333	-0.177
4.555	-0.172
4.55667	-0.186
4.55833	-0.19
4.56	-0.176
4.56167	-0.174
4.56333	-0.186
4.565	-0.19
4.56667	-0.175
4.56833	-0.176
4.57	-0.189
4.57167	-0.191
4.57333	-0.178
4.575	-0.177
4.57667	-0.19
4.57833	-0.191
4.58	-0.177
4.58167	-0.177
4.58333	-0.191
4.585	-0.192
4.58667	-0.176
4.58833	-0.176
4.59	-0.189
4.59167	-0.195
4.59333	-0.18
4.595	-0.177
4.59667	-0.191
4.59833	-0.194
4.6	-0.181
4.60167	-0.181
4.60333	-0.194
4.605	-0.2
4.60667	-0.184
4.60833	-0.18
4.61	-0.193
4.61167	-0.196
4.61333	-0.183
4.615	-0.181
4.61667	-0.194
4.61833	-0.197
4.62	-0.179
4.62167	-0.179
4.62333	-0.19
4.625	-0.196
4.62667	-0.185
4.62833	-0.183
4.63	-0.195
4.63167	-0.198
4.63333	-0.183
4.635	-0.18
4.63667	-0.191
4.63833	-0.198
4.64	-0.184
4.64167	-0.182
4.64333	-0.198
4.645	-0.202
4.64667	-0.188
4.64833	-0.185
4.65	-0.195
4.65167	-0.2
4.65333	-0.182
4.655	-0.176
4.65667	-0.19
4.65833	-0.198
4.66	-0.184
4.66167	-0.179
4.66333	-0.186
4.665	-0.189
4.66667	-0.177
4.66833	-0.177
4.67	-0.19
4.67167	-0.196
4.67333	-0.186
4.675	-0.185
4.67667	-0.196
4.67833	-0.203
4.68	-0.188
4.68167	-0.182
4.68333	-0.196
4.685	-0.203
4.68667	-0.189
4.68833	-0.184
4.69	-0.195
4.69167	-0.201
4.69333	-0.188
4.695	-0.185
4.69667	-0.2
4.69833	-0.207
4.7	-0.192
4.70167	-0.185
4.70333	-0.193
4.705	-0.198
4.70667	-0.18
4.70833	-0.177
4.71	-0.186
4.71167	-0.195
4.71333	-0.18
4.715	-0.176
4.71667	-0.189
4.71833	-0.198
4.72	-0.182
4.72167	-0.177
4.72333	-0.191
4.725	-0.201
4.72667	-0.188
4.72833	-0.183
4.73	-0.194
4.73167	-0.204
4.73333	-0.19
4.735	-0.184
4.73667	-0.196
4.73833	-0.205
4.74	-0.189
4.74167	-0.184
4.74333	-0.193
4.745	-0.197
4.74667	-0.185
4.74833	-0.178
4.75	-0.187
4.75167	-0.194
4.75333	-0.178
4.755	-0.173
4.75667	-0.185
4.75833	-0.194
4.76	-0.183
4.76167	-0.183
4.76333	-0.192
4.765	-0.199
4.76667	-0.188
4.76833	-0.189
4.77	-0.202
4.77167	-0.208
4.77333	-0.188
4.775	-0.18
4.77667	-0.191
4.77833	-0.198
4.78	-0.184
4.78167	-0.178
4.78333	-0.185
4.785	-0.194
4.78667	-0.181
4.78833	-0.174
4.79	-0.182
4.79167	-0.193
4.79333	-0.181
4.795	-0.177
4.79667	-0.188
4.79833	-0.196
4.8	-0.183
4.80167	-0.18
4.80333	-0.19
4.805	-0.203
4.80667	-0.184
4.80833	-0.178
4.81	-0.19
