PS-b-2PLA	
X:	Y:
5.63833	-0.204
5.64	-0.208
5.64167	-0.193
5.64333	-0.191
5.645	-0.203
5.64667	-0.205
5.64833	-0.188
5.65	-0.187
5.65167	-0.199
5.65333	-0.204
5.655	-0.192
5.65667	-0.191
5.65833	-0.205
5.66	-0.211
5.66167	-0.195
5.66333	-0.193
5.665	-0.206
5.66667	-0.208
5.66833	-0.193
5.67	-0.197
5.67167	-0.211
5.67333	-0.216
5.675	-0.199
5.67667	-0.197
5.67833	-0.208
5.68	-0.211
5.68167	-0.193
5.68333	-0.193
5.685	-0.208
5.68667	-0.214
5.68833	-0.199
5.69	-0.197
5.69167	-0.21
5.69333	-0.214
5.695	-0.199
5.69667	-0.199
5.69833	-0.214
5.7	-0.219
5.70167	-0.199
5.70333	-0.194
5.705	-0.204
5.70667	-0.211
5.70833	-0.195
5.71	-0.196
5.71167	-0.208
5.71333	-0.217
5.715	-0.203
5.71667	-0.2
5.71833	-0.211
5.72	-0.216
5.72167	-0.198
5.72333	-0.199
5.725	-0.212
5.72667	-0.218
5.72833	-0.2
5.73	-0.196
5.73167	-0.208
5.73333	-0.211
5.735	-0.195
5.73667	-0.194
5.73833	-0.205
5.74	-0.21
5.74167	-0.197
5.74333	-0.194
5.745	-0.205
5.74667	-0.211
5.74833	-0.195
5.75	-0.195
5.75167	-0.209
5.75333	-0.22
5.755	-0.203
5.75667	-0.201
5.75833	-0.213
5.76	-0.219
5.76167	-0.202
5.76333	-0.199
5.765	-0.211
5.76667	-0.219
5.76833	-0.197
5.77	-0.192
5.77167	-0.203
5.77333	-0.212
5.775	-0.192
5.77667	-0.187
5.77833	-0.2
5.78	-0.205
5.78167	-0.188
5.78333	-0.184
5.785	-0.194
5.78667	-0.204
5.78833	-0.188
5.79	-0.185
5.79167	-0.198
5.79333	-0.21
5.795	-0.196
5.79667	-0.192
5.79833	-0.203
5.8	-0.21
5.80167	-0.192
5.80333	-0.183
5.805	-0.193
5.80667	-0.202
5.80833	-0.185
5.81	-0.185
5.81167	-0.198
5.81333	-0.212
5.815	-0.198
5.81667	-0.198
5.81833	-0.208
5.82	-0.211
5.82167	-0.193
5.82333	-0.188
5.825	-0.197
5.82667	-0.206
5.82833	-0.188
5.83	-0.184
5.83167	-0.193
5.83333	-0.2
5.835	-0.187
5.83667	-0.185
5.83833	-0.195
5.84	-0.204
5.84167	-0.187
5.84333	-0.182
5.845	-0.19
5.84667	-0.197
5.84833	-0.181
5.85	-0.18
5.85167	-0.188
5.85333	-0.199
5.855	-0.184
5.85667	-0.182
5.85833	-0.196
5.86	-0.204
5.86167	-0.189
5.86333	-0.184
5.865	-0.195
5.86667	-0.206
5.86833	-0.192
5.87	-0.188
5.87167	-0.198
5.87333	-0.205
5.875	-0.189
5.87667	-0.186
5.87833	-0.196
5.88	-0.208
5.88167	-0.197
5.88333	-0.193
5.885	-0.202
5.88667	-0.211
5.88833	-0.197
5.89	-0.194
5.89167	-0.206
5.89333	-0.214
5.895	-0.197
5.89667	-0.194
5.89833	-0.205
5.9	-0.214
5.90167	-0.196
5.90333	-0.192
5.905	-0.201
5.90667	-0.208
5.90833	-0.191
5.91	-0.186
5.91167	-0.198
5.91333	-0.21
5.915	-0.194
5.91667	-0.189
5.91833	-0.196
5.92	-0.208
5.92167	-0.193
5.92333	-0.188
5.925	-0.195
5.92667	-0.202
5.92833	-0.182
5.93	-0.177
5.93167	-0.187
5.93333	-0.2
5.935	-0.185
5.93667	-0.18
5.93833	-0.189
5.94	-0.197
5.94167	-0.179
5.94333	-0.176
5.945	-0.188
5.94667	-0.2
5.94833	-0.186
5.95	-0.181
5.95167	-0.194
5.95333	-0.204
5.955	-0.188
5.95667	-0.183
5.95833	-0.192
5.96	-0.206
5.96167	-0.193
5.96333	-0.186
5.965	-0.194
5.96667	-0.205
5.96833	-0.188
5.97	-0.181
5.97167	-0.191
5.97333	-0.204
5.975	-0.192
5.97667	-0.186
5.97833	-0.196
5.98	-0.208
5.98167	-0.191
5.98333	-0.187
5.985	-0.196
5.98667	-0.211
5.98833	-0.199
5.99	-0.194
5.99167	-0.2
5.99333	-0.208
5.995	-0.193
5.99667	-0.185
5.99833	-0.193
6	-0.208
6.00167	-0.197
6.00333	-0.196
6.005	-0.204
6.00667	-0.212
6.00833	-0.196
6.01	-0.188
6.01167	-0.196
6.01333	-0.209
6.015	-0.194
6.01667	-0.19
6.01833	-0.2
6.02	-0.21
6.02167	-0.197
6.02333	-0.191
6.025	-0.198
6.02667	-0.211
6.02833	-0.198
6.03	-0.191
6.03167	-0.195
6.03333	-0.205
6.035	-0.192
6.03667	-0.186
6.03833	-0.194
6.04	-0.206
6.04167	-0.189
6.04333	-0.181
6.045	-0.189
6.04667	-0.201
6.04833	-0.187
6.05	-0.181
6.05167	-0.192
6.05333	-0.205
6.055	-0.19
6.05667	-0.186
6.05833	-0.193
6.06	-0.209
6.06167	-0.195
6.06333	-0.188
6.065	-0.195
6.06667	-0.207
6.06833	-0.192
6.07	-0.187
6.07167	-0.196
6.07333	-0.213
6.075	-0.199
6.07667	-0.193
6.07833	-0.201
6.08	-0.216
6.08167	-0.2
6.08333	-0.191
6.085	-0.201
6.08667	-0.211
6.08833	-0.193
6.09	-0.184
6.09167	-0.192
6.09333	-0.205
6.095	-0.189
6.09667	-0.179
6.09833	-0.188
6.1	-0.206
6.10167	-0.192
6.10333	-0.182
6.105	-0.188
6.10667	-0.201
6.10833	-0.188
6.11	-0.176
6.11167	-0.182
6.11333	-0.198
6.115	-0.185
6.11667	-0.177
6.11833	-0.187
6.12	-0.201
6.12167	-0.189
6.12333	-0.183
6.125	-0.191
6.12667	-0.202
6.12833	-0.187
6.13	-0.18
6.13167	-0.186
6.13333	-0.199
6.135	-0.188
6.13667	-0.183
6.13833	-0.191
6.14	-0.201
6.14167	-0.187
6.14333	-0.182
6.145	-0.187
6.14667	-0.205
6.14833	-0.195
6.15	-0.19
6.15167	-0.198
6.15333	-0.208
6.155	-0.194
6.15667	-0.186
6.15833	-0.192
6.16	-0.208
6.16167	-0.195
6.16333	-0.185
6.165	-0.189
6.16667	-0.203
6.16833	-0.192
6.17	-0.186
6.17167	-0.198
6.17333	-0.21
6.175	-0.198
6.17667	-0.189
6.17833	-0.195
6.18	-0.212
6.18167	-0.197
6.18333	-0.187
6.185	-0.195
6.18667	-0.208
6.18833	-0.195
6.19	-0.185
6.19167	-0.191
6.19333	-0.208
6.195	-0.196
6.19667	-0.186
6.19833	-0.193
6.2	-0.206
6.20167	-0.196
6.20333	-0.184
6.205	-0.189
6.20667	-0.204
6.20833	-0.19
6.21	-0.182
6.21167	-0.189
6.21333	-0.204
6.215	-0.195
6.21667	-0.186
6.21833	-0.196
6.22	-0.215
6.22167	-0.204
6.22333	-0.192
6.225	-0.197
6.22667	-0.213
6.22833	-0.203
6.23	-0.193
6.23167	-0.199
6.23333	-0.215
6.235	-0.205
6.23667	-0.193
6.23833	-0.2
6.24	-0.218
6.24167	-0.207
6.24333	-0.195
6.245	-0.2
6.24667	-0.215
6.24833	-0.204
6.25	-0.19
6.25167	-0.193
6.25333	-0.209
6.255	-0.199
6.25667	-0.188
6.25833	-0.194
6.26	-0.208
6.26167	-0.197
6.26333	-0.185
6.265	-0.187
6.26667	-0.202
6.26833	-0.195
6.27	-0.183
6.27167	-0.189
6.27333	-0.205
6.275	-0.194
6.27667	-0.184
6.27833	-0.191
6.28	-0.206
6.28167	-0.198
6.28333	-0.186
6.285	-0.192
6.28667	-0.203
6.28833	-0.196
6.29	-0.184
6.29167	-0.194
6.29333	-0.209
6.295	-0.202
6.29667	-0.189
6.29833	-0.192
6.3	-0.204
6.30167	-0.194
6.30333	-0.183
6.305	-0.188
6.30667	-0.2
6.30833	-0.192
6.31	-0.18
6.31167	-0.185
6.31333	-0.2
6.315	-0.195
6.31667	-0.184
6.31833	-0.191
6.32	-0.21
6.32167	-0.202
6.32333	-0.193
6.325	-0.197
6.32667	-0.21
6.32833	-0.199
6.33	-0.186
6.33167	-0.191
6.33333	-0.203
6.335	-0.197
6.33667	-0.187
6.33833	-0.192
6.34	-0.203
6.34167	-0.2
6.34333	-0.186
6.345	-0.187
6.34667	-0.201
6.34833	-0.197
6.35	-0.18
6.35167	-0.189
6.35333	-0.204
6.355	-0.199
6.35667	-0.185
6.35833	-0.19
6.36	-0.204
6.36167	-0.199
6.36333	-0.185
6.365	-0.19
6.36667	-0.206
6.36833	-0.202
6.37	-0.19
6.37167	-0.194
6.37333	-0.206
6.375	-0.201
6.37667	-0.189
6.37833	-0.193
6.38	-0.208
6.38167	-0.205
6.38333	-0.191
6.385	-0.193
6.38667	-0.207
6.38833	-0.199
6.39	-0.184
6.39167	-0.189
6.39333	-0.205
6.395	-0.2
6.39667	-0.186
6.39833	-0.19
6.4	-0.205
6.40167	-0.199
6.40333	-0.182
6.405	-0.184
6.40667	-0.201
6.40833	-0.196
6.41	-0.185
6.41167	-0.192
6.41333	-0.207
6.415	-0.202
6.41667	-0.192
6.41833	-0.198
6.42	-0.212
6.42167	-0.207
6.42333	-0.194
6.425	-0.199
6.42667	-0.21
6.42833	-0.204
6.43	-0.187
6.43167	-0.188
6.43333	-0.201
6.435	-0.198
6.43667	-0.184
6.43833	-0.186
6.44	-0.199
6.44167	-0.2
6.44333	-0.186
6.445	-0.191
6.44667	-0.206
6.44833	-0.203
6.45	-0.189
6.45167	-0.193
6.45333	-0.202
6.455	-0.198
6.45667	-0.185
6.45833	-0.187
6.46	-0.198
6.46167	-0.194
6.46333	-0.181
6.465	-0.186
6.46667	-0.201
6.46833	-0.198
6.47	-0.185
6.47167	-0.187
6.47333	-0.203
6.475	-0.2
6.47667	-0.181
6.47833	-0.184
6.48	-0.199
6.48167	-0.199
6.48333	-0.185
6.485	-0.187
6.48667	-0.199
6.48833	-0.197
6.49	-0.18
6.49167	-0.186
6.49333	-0.202
6.495	-0.199
6.49667	-0.183
6.49833	-0.187
6.5	-0.2
6.50167	-0.194
6.50333	-0.18
6.505	-0.185
6.50667	-0.199
6.50833	-0.2
6.51	-0.186
6.51167	-0.185
6.51333	-0.197
6.515	-0.195
6.51667	-0.18
6.51833	-0.181
6.52	-0.192
6.52167	-0.191
6.52333	-0.175
6.525	-0.178
6.52667	-0.194
6.52833	-0.197
6.53	-0.185
6.53167	-0.187
6.53333	-0.203
6.535	-0.203
6.53667	-0.187
6.53833	-0.189
6.54	-0.2
6.54167	-0.198
6.54333	-0.182
6.545	-0.182
6.54667	-0.199
6.54833	-0.199
6.55	-0.187
6.55167	-0.191
6.55333	-0.206
6.555	-0.206
6.55667	-0.192
6.55833	-0.19
6.56	-0.202
6.56167	-0.201
6.56333	-0.186
6.565	-0.188
6.56667	-0.202
6.56833	-0.206
6.57	-0.191
6.57167	-0.192
6.57333	-0.2
6.575	-0.201
6.57667	-0.183
6.57833	-0.184
6.58	-0.195
6.58167	-0.198
6.58333	-0.182
6.585	-0.183
6.58667	-0.2
6.58833	-0.204
6.59	-0.188
6.59167	-0.188
6.59333	-0.2
6.595	-0.203
6.59667	-0.189
6.59833	-0.19
6.6	-0.202
6.60167	-0.201
6.60333	-0.186
6.605	-0.185
6.60667	-0.198
6.60833	-0.2
6.61	-0.184
6.61167	-0.187
6.61333	-0.201
6.615	-0.203
6.61667	-0.187
6.61833	-0.187
6.62	-0.2
6.62167	-0.202
6.62333	-0.185
6.625	-0.186
6.62667	-0.199
6.62833	-0.199
6.63	-0.183
6.63167	-0.185
6.63333	-0.196
6.635	-0.195
6.63667	-0.18
6.63833	-0.181
6.64	-0.195
6.64167	-0.194
6.64333	-0.175
6.645	-0.175
6.64667	-0.188
6.64833	-0.187
6.65	-0.17
6.65167	-0.17
6.65333	-0.182
6.655	-0.186
6.65667	-0.17
6.65833	-0.169
6.66	-0.183
6.66167	-0.185
6.66333	-0.167
6.665	-0.168
6.66667	-0.186
6.66833	-0.193
6.67	-0.179
6.67167	-0.179
6.67333	-0.195
6.675	-0.196
6.67667	-0.176
6.67833	-0.173
6.68	-0.185
6.68167	-0.189
6.68333	-0.175
6.685	-0.174
6.68667	-0.191
6.68833	-0.195
6.69	-0.181
6.69167	-0.18
6.69333	-0.191
6.695	-0.193
6.69667	-0.177
6.69833	-0.177
6.7	-0.188
6.70167	-0.191
6.70333	-0.173
6.705	-0.172
6.70667	-0.188
6.70833	-0.193
6.71	-0.178
6.71167	-0.179
6.71333	-0.193
6.715	-0.198
6.71667	-0.184
6.71833	-0.185
6.72	-0.194
6.72167	-0.198
6.72333	-0.18
6.725	-0.179
6.72667	-0.193
6.72833	-0.197
6.73	-0.18
6.73167	-0.176
6.73333	-0.189
6.735	-0.196
6.73667	-0.182
6.73833	-0.181
6.74	-0.191
6.74167	-0.196
6.74333	-0.181
6.745	-0.18
6.74667	-0.193
6.74833	-0.201
6.75	-0.184
6.75167	-0.183
6.75333	-0.196
6.755	-0.2
6.75667	-0.185
6.75833	-0.182
6.76	-0.196
6.76167	-0.201
6.76333	-0.183
6.765	-0.178
6.76667	-0.191
6.76833	-0.199
6.77	-0.182
6.77167	-0.179
6.77333	-0.191
6.775	-0.198
6.77667	-0.181
6.77833	-0.179
6.78	-0.189
6.78167	-0.199
6.78333	-0.184
6.785	-0.183
6.78667	-0.192
6.78833	-0.197
6.79	-0.181
6.79167	-0.181
6.79333	-0.192
6.795	-0.196
6.79667	-0.183
6.79833	-0.183
6.8	-0.196
6.80167	-0.199
6.80333	-0.18
6.805	-0.179
6.80667	-0.188
6.80833	-0.196
6.81	-0.18
6.81167	-0.18
6.81333	-0.193
6.815	-0.202
6.81667	-0.186
6.81833	-0.181
6.82	-0.191
6.82167	-0.2
6.82333	-0.183
6.825	-0.181
6.82667	-0.191
6.82833	-0.195
6.83	-0.18
6.83167	-0.178
6.83333	-0.19
6.835	-0.195
6.83667	-0.176
6.83833	-0.175
6.84	-0.189
6.84167	-0.195
6.84333	-0.181
6.845	-0.18
6.84667	-0.19
6.84833	-0.195
6.85	-0.18
6.85167	-0.18
6.85333	-0.192
6.855	-0.199
6.85667	-0.183
6.85833	-0.181
6.86	-0.193
6.86167	-0.199
6.86333	-0.184
6.865	-0.18
6.86667	-0.189
6.86833	-0.194
6.87	-0.179
6.87167	-0.178
6.87333	-0.19
6.875	-0.201
6.87667	-0.184
6.87833	-0.179
6.88	-0.188
6.88167	-0.198
6.88333	-0.182
6.885	-0.178
6.88667	-0.191
6.88833	-0.198
6.89	-0.181
6.89167	-0.176
6.89333	-0.186
6.895	-0.195
6.89667	-0.18
6.89833	-0.178
6.9	-0.191
6.90167	-0.198
6.90333	-0.181
6.905	-0.179
6.90667	-0.189
6.90833	-0.193
6.91	-0.178
6.91167	-0.176
6.91333	-0.188
6.915	-0.198
6.91667	-0.181
6.91833	-0.176
6.92	-0.185
6.92167	-0.193
6.92333	-0.176
6.925	-0.172
6.92667	-0.185
6.92833	-0.194
6.93	-0.177
6.93167	-0.172
6.93333	-0.18
6.935	-0.186
6.93667	-0.172
6.93833	-0.173
6.94	-0.186
6.94167	-0.197
6.94333	-0.182
6.945	-0.179
6.94667	-0.191
6.94833	-0.202
6.95	-0.187
6.95167	-0.181
6.95333	-0.19
6.955	-0.2
6.95667	-0.184
6.95833	-0.181
6.96	-0.195
6.96167	-0.208
6.96333	-0.191
6.965	-0.186
6.96667	-0.195
6.96833	-0.201
6.97	-0.185
6.97167	-0.182
6.97333	-0.193
6.975	-0.2
6.97667	-0.187
6.97833	-0.182
6.98	-0.193
6.98167	-0.201
6.98333	-0.186
6.985	-0.184
6.98667	-0.193
6.98833	-0.201
6.99	-0.183
6.99167	-0.175
6.99333	-0.187
6.995	-0.197
6.99667	-0.182
6.99833	-0.178
7	-0.19
7.00167	-0.2
7.00333	-0.184
7.005	-0.175
7.00667	-0.181
7.00833	-0.193
7.01	-0.179
7.01167	-0.176
7.01333	-0.189
7.015	-0.201
7.01667	-0.187
7.01833	-0.179
7.02	-0.186
7.02167	-0.195
7.02333	-0.18
7.025	-0.173
7.02667	-0.182
7.02833	-0.194
7.03	-0.181
7.03167	-0.176
7.03333	-0.187
7.035	-0.199
7.03667	-0.186
7.03833	-0.179
7.04	-0.19
7.04167	-0.201
7.04333	-0.185
7.045	-0.178
7.04667	-0.185
7.04833	-0.194
7.05	-0.182
7.05167	-0.178
7.05333	-0.19
7.055	-0.202
7.05667	-0.184
7.05833	-0.179
7.06	-0.191
7.06167	-0.203
7.06333	-0.188
7.065	-0.181
7.06667	-0.19
7.06833	-0.204
7.07	-0.188
7.07167	-0.176
7.07333	-0.18
7.075	-0.19
7.07667	-0.177
7.07833	-0.17
7.08	-0.18
7.08167	-0.191
7.08333	-0.178
7.085	-0.169
7.08667	-0.174
7.08833	-0.186
7.09	-0.176
7.09167	-0.17
7.09333	-0.181
7.095	-0.195
7.09667	-0.184
7.09833	-0.178
7.1	-0.187
7.10167	-0.195
7.10333	-0.183
7.105	-0.176
7.10667	-0.182
7.10833	-0.191
7.11	-0.179
7.11167	-0.174
7.11333	-0.185
7.115	-0.199
7.11667	-0.187
7.11833	-0.18
7.12	-0.187
7.12167	-0.199
7.12333	-0.187
7.125	-0.182
7.12667	-0.189
7.12833	-0.197
7.13	-0.185
7.13167	-0.178
7.13333	-0.186
7.135	-0.199
7.13667	-0.189
7.13833	-0.183
7.14	-0.192
7.14167	-0.206
7.14333	-0.194
7.145	-0.183
7.14667	-0.187
7.14833	-0.196
7.15	-0.183
7.15167	-0.175
7.15333	-0.182
7.155	-0.19
7.15667	-0.175
7.15833	-0.169
7.16	-0.176
7.16167	-0.188
7.16333	-0.175
7.165	-0.168
7.16667	-0.177
7.16833	-0.188
7.17	-0.179
7.17167	-0.169
7.17333	-0.175
7.175	-0.188
7.17667	-0.176
7.17833	-0.167
7.18	-0.176
7.18167	-0.19
7.18333	-0.178
7.185	-0.17
7.18667	-0.178
7.18833	-0.189
7.19	-0.181
7.19167	-0.171
7.19333	-0.177
7.195	-0.19
7.19667	-0.182
7.19833	-0.174
7.2	-0.179
7.20167	-0.189
7.20333	-0.177
7.205	-0.17
7.20667	-0.18
7.20833	-0.195
7.21	-0.185
7.21167	-0.178
7.21333	-0.185
7.215	-0.198
7.21667	-0.188
7.21833	-0.177
7.22	-0.181
7.22167	-0.195
7.22333	-0.19
7.225	-0.17
7.22667	-0.177
7.22833	-0.19
7.23	-0.185
7.23167	-0.173
7.23333	-0.181
7.235	-0.192
7.23667	-0.181
7.23833	-0.174
7.24	-0.179
7.24167	-0.197
7.24333	-0.192
7.245	-0.183
7.24667	-0.189
7.24833	-0.202
7.25	-0.186
7.25167	-0.178
7.25333	-0.186
7.255	-0.196
7.25667	-0.187
7.25833	-0.176
7.26	-0.183
7.26167	-0.198
7.26333	-0.195
7.265	-0.182
7.26667	-0.185
7.26833	-0.195
7.27	-0.19
7.27167	-0.177
7.27333	-0.181
7.275	-0.189
7.27667	-0.186
7.27833	-0.176
7.28	-0.18
7.28167	-0.192
7.28333	-0.186
7.285	-0.169
7.28667	-0.171
7.28833	-0.186
7.29	-0.182
7.29167	-0.169
7.29333	-0.171
7.295	-0.186
7.29667	-0.179
7.29833	-0.169
7.3	-0.176
7.30167	-0.194
7.30333	-0.188
7.305	-0.175
7.30667	-0.182
7.30833	-0.192
7.31	-0.187
7.31167	-0.168
7.31333	-0.172
7.315	-0.19
7.31667	-0.187
7.31833	-0.176
7.32	-0.18
7.32167	-0.197
7.32333	-0.191
7.325	-0.177
7.32667	-0.182
7.32833	-0.196
7.33	-0.192
7.33167	-0.175
7.33333	-0.18
7.335	-0.194
7.33667	-0.191
7.33833	-0.176
7.34	-0.18
7.34167	-0.195
7.34333	-0.192
7.345	-0.174
7.34667	-0.176
7.34833	-0.19
7.35	-0.186
7.35167	-0.171
7.35333	-0.174
7.355	-0.189
7.35667	-0.189
7.35833	-0.175
7.36	-0.175
7.36167	-0.187
7.36333	-0.184
7.365	-0.171
7.36667	-0.172
7.36833	-0.184
7.37	-0.184
7.37167	-0.17
7.37333	-0.171
7.375	-0.182
7.37667	-0.181
7.37833	-0.166
7.38	-0.169
7.38167	-0.186
7.38333	-0.183
7.385	-0.167
7.38667	-0.17
7.38833	-0.184
7.39	-0.179
7.39167	-0.162
7.39333	-0.166
7.395	-0.182
7.39667	-0.183
7.39833	-0.169
7.4	-0.173
7.40167	-0.188
7.40333	-0.19
7.405	-0.171
7.40667	-0.173
7.40833	-0.182
7.41	-0.181
7.41167	-0.168
7.41333	-0.171
7.415	-0.184
7.41667	-0.182
7.41833	-0.17
7.42	-0.171
7.42167	-0.183
7.42333	-0.186
7.425	-0.17
7.42667	-0.173
7.42833	-0.185
7.43	-0.187
7.43167	-0.172
7.43333	-0.174
7.435	-0.184
7.43667	-0.185
7.43833	-0.171
7.44	-0.172
7.44167	-0.188
7.44333	-0.189
7.445	-0.176
7.44667	-0.178
7.44833	-0.192
7.45	-0.195
7.45167	-0.182
7.45333	-0.183
7.455	-0.193
7.45667	-0.192
7.45833	-0.175
7.46	-0.172
7.46167	-0.183
7.46333	-0.186
7.465	-0.174
7.46667	-0.176
7.46833	-0.185
7.47	-0.186
7.47167	-0.173
7.47333	-0.175
7.475	-0.189
7.47667	-0.187
7.47833	-0.174
7.48	-0.178
7.48167	-0.19
7.48333	-0.192
7.485	-0.178
7.48667	-0.18
7.48833	-0.194
7.49	-0.196
7.49167	-0.181
7.49333	-0.18
7.495	-0.186
7.49667	-0.186
7.49833	-0.174
7.5	-0.177
7.50167	-0.191
7.50333	-0.195
7.505	-0.177
7.50667	-0.175
7.50833	-0.192
7.51	-0.194
7.51167	-0.173
7.51333	-0.171
7.515	-0.184
7.51667	-0.185
7.51833	-0.174
7.52	-0.174
7.52167	-0.184
7.52333	-0.185
7.525	-0.17
7.52667	-0.174
7.52833	-0.185
7.53	-0.191
7.53167	-0.173
7.53333	-0.171
7.535	-0.186
7.53667	-0.189
7.53833	-0.174
7.54	-0.174
7.54167	-0.184
7.54333	-0.188
7.545	-0.173
7.54667	-0.176
7.54833	-0.189
7.55	-0.188
7.55167	-0.172
7.55333	-0.174
7.555	-0.182
7.55667	-0.186
7.55833	-0.171
7.56	-0.174
7.56167	-0.189
7.56333	-0.195
7.565	-0.18
7.56667	-0.177
7.56833	-0.189
7.57	-0.193
7.57167	-0.173
7.57333	-0.172
7.575	-0.185
7.57667	-0.188
7.57833	-0.172
7.58	-0.173
7.58167	-0.186
7.58333	-0.188
7.585	-0.173
7.58667	-0.171
7.58833	-0.184
7.59	-0.189
7.59167	-0.172
7.59333	-0.169
7.595	-0.181
7.59667	-0.187
7.59833	-0.168
7.6	-0.167
7.60167	-0.18
7.60333	-0.186
7.605	-0.171
7.60667	-0.174
7.60833	-0.186
7.61	-0.19
7.61167	-0.176
7.61333	-0.174
7.615	-0.18
7.61667	-0.186
7.61833	-0.17
7.62	-0.168
7.62167	-0.182
7.62333	-0.189
7.625	-0.175
7.62667	-0.178
7.62833	-0.192
7.63	-0.199
7.63167	-0.181
7.63333	-0.174
7.635	-0.184
7.63667	-0.192
7.63833	-0.172
7.64	-0.167
7.64167	-0.176
7.64333	-0.18
7.645	-0.164
7.64667	-0.168
7.64833	-0.183
7.65	-0.187
7.65167	-0.168
7.65333	-0.171
7.655	-0.186
7.65667	-0.193
7.65833	-0.177
7.66	-0.172
7.66167	-0.181
7.66333	-0.185
7.665	-0.169
7.66667	-0.168
7.66833	-0.177
7.67	-0.183
7.67167	-0.166
7.67333	-0.164
7.675	-0.174
7.67667	-0.182
7.67833	-0.167
7.68	-0.169
7.68167	-0.18
7.68333	-0.185
7.685	-0.169
7.68667	-0.167
7.68833	-0.178
7.69	-0.183
7.69167	-0.166
7.69333	-0.164
7.695	-0.177
7.69667	-0.187
7.69833	-0.169
7.7	-0.167
7.70167	-0.178
7.70333	-0.185
7.705	-0.172
7.70667	-0.169
7.70833	-0.18
7.71	-0.186
7.71167	-0.168
7.71333	-0.166
7.715	-0.177
7.71667	-0.187
7.71833	-0.172
7.72	-0.166
7.72167	-0.177
7.72333	-0.182
7.725	-0.17
7.72667	-0.17
7.72833	-0.18
7.73	-0.189
7.73167	-0.172
7.73333	-0.169
7.735	-0.178
7.73667	-0.185
7.73833	-0.168
7.74	-0.165
7.74167	-0.177
7.74333	-0.187
7.745	-0.174
7.74667	-0.171
7.74833	-0.182
7.75	-0.19
7.75167	-0.176
7.75333	-0.176
7.755	-0.184
7.75667	-0.195
7.75833	-0.178
7.76	-0.173
7.76167	-0.185
7.76333	-0.191
7.765	-0.17
7.76667	-0.165
7.76833	-0.173
7.77	-0.179
7.77167	-0.164
7.77333	-0.162
7.775	-0.174
7.77667	-0.184
7.77833	-0.169
7.78	-0.166
7.78167	-0.177
7.78333	-0.185
7.785	-0.166
7.78667	-0.162
7.78833	-0.176
7.79	-0.185
7.79167	-0.168
7.79333	-0.167
7.795	-0.179
7.79667	-0.19
7.79833	-0.175
7.8	-0.173
7.80167	-0.187
7.80333	-0.198
7.805	-0.183
7.80667	-0.178
7.80833	-0.189
7.81	-0.198
7.81167	-0.18
7.81333	-0.176
7.815	-0.184
7.81667	-0.191
7.81833	-0.174
7.82	-0.172
7.82167	-0.183
7.82333	-0.19
7.825	-0.172
7.82667	-0.168
7.82833	-0.179
7.83	-0.187
7.83167	-0.171
7.83333	-0.169
7.835	-0.182
7.83667	-0.192
7.83833	-0.175
7.84	-0.172
7.84167	-0.184
7.84333	-0.193
7.845	-0.176
7.84667	-0.172
7.84833	-0.182
7.85	-0.193
7.85167	-0.177
7.85333	-0.169
7.855	-0.181
7.85667	-0.189
7.85833	-0.175
7.86	-0.172
7.86167	-0.182
7.86333	-0.192
7.865	-0.173
7.86667	-0.165
7.86833	-0.177
7.87	-0.191
7.87167	-0.174
7.87333	-0.167
7.875	-0.175
7.87667	-0.185
7.87833	-0.171
7.88	-0.17
7.88167	-0.178
7.88333	-0.183
7.885	-0.168
7.88667	-0.165
7.88833	-0.173
7.89	-0.187
7.89167	-0.175
7.89333	-0.171
7.895	-0.182
7.89667	-0.193
7.89833	-0.174
7.9	-0.168
7.90167	-0.18
7.90333	-0.192
7.905	-0.178
7.90667	-0.172
7.90833	-0.183
7.91	-0.192
7.91167	-0.177
7.91333	-0.17
7.915	-0.177
7.91667	-0.188
7.91833	-0.17
7.92	-0.164
7.92167	-0.173
7.92333	-0.183
7.925	-0.169
7.92667	-0.164
7.92833	-0.17
7.93	-0.183
7.93167	-0.169
7.93333	-0.166
7.935	-0.175
7.93667	-0.184
7.93833	-0.17
7.94	-0.164
7.94167	-0.175
7.94333	-0.189
7.945	-0.176
7.94667	-0.167
7.94833	-0.176
7.95	-0.185
7.95167	-0.169
7.95333	-0.164
7.955	-0.173
7.95667	-0.185
7.95833	-0.17
7.96	-0.164
7.96167	-0.172
7.96333	-0.18
7.965	-0.164
7.96667	-0.16
7.96833	-0.169
7.97	-0.179
7.97167	-0.164
7.97333	-0.159
7.975	-0.169
7.97667	-0.181
7.97833	-0.17
7.98	-0.164
7.98167	-0.173
7.98333	-0.181
7.985	-0.165
7.98667	-0.155
7.98833	-0.163
7.99	-0.177
7.99167	-0.167
7.99333	-0.163
7.995	-0.169
7.99667	-0.183
7.99833	-0.172
8	-0.167
8.00167	-0.178
8.00333	-0.189
8.005	-0.173
8.00667	-0.166
8.00833	-0.176
8.01	-0.186
8.01167	-0.172
8.01333	-0.164
8.015	-0.171
8.01667	-0.182
8.01833	-0.171
8.02	-0.162
8.02167	-0.172
8.02333	-0.184
8.025	-0.173
8.02667	-0.163
8.02833	-0.174
8.03	-0.187
8.03167	-0.177
8.03333	-0.169
8.035	-0.181
8.03667	-0.194
8.03833	-0.184
8.04	-0.172
8.04167	-0.182
8.04333	-0.196
8.045	-0.184
8.04667	-0.176
8.04833	-0.183
