Calibration Curve RI	
X:	Y:
5.86667	8.942
5.86833	8.941
5.87000	8.941
5.87167	8.940
5.87333	8.939
5.87500	8.938
5.87667	8.938
5.87833	8.937
5.88000	8.936
5.88167	8.935
5.88333	8.935
5.88500	8.934
5.88667	8.933
5.88833	8.932
5.89000	8.932
5.89167	8.931
5.89333	8.930
5.89500	8.929
5.89667	8.929
5.89833	8.928
5.90000	8.927
5.90167	8.927
5.90333	8.926
5.90500	8.925
5.90667	8.924
5.90833	8.924
5.91000	8.923
5.91167	8.922
5.91333	8.921
5.91500	8.921
5.91667	8.920
5.91833	8.919
5.92000	8.918
5.92167	8.918
5.92333	8.917
5.92500	8.916
5.92667	8.915
5.92833	8.915
5.93000	8.914
5.93167	8.913
5.93333	8.913
5.93500	8.912
5.93667	8.911
5.93833	8.910
5.94000	8.910
5.94167	8.909
5.94333	8.908
5.94500	8.907
5.94667	8.907
5.94833	8.906
5.95000	8.905
5.95167	8.904
5.95333	8.904
5.95500	8.903
5.95667	8.902
5.95833	8.901
5.96000	8.901
5.96167	8.900
5.96333	8.899
5.96500	8.899
5.96667	8.898
5.96833	8.897
5.97000	8.896
5.97167	8.896
5.97333	8.895
5.97500	8.894
5.97667	8.893
5.97833	8.893
5.98000	8.892
5.98167	8.891
5.98333	8.890
5.98500	8.890
5.98667	8.889
5.98833	8.888
5.99000	8.887
5.99167	8.887
5.99333	8.886
5.99500	8.885
5.99667	8.884
5.99833	8.884
6.00000	8.883
6.00167	8.882
6.00333	8.882
6.00500	8.881
6.00667	8.880
6.00833	8.879
6.01000	8.879
6.01167	8.878
6.01333	8.877
6.01500	8.876
6.01667	8.876
6.01833	8.875
6.02000	8.874
6.02167	8.873
6.02333	8.873
6.02500	8.872
6.02667	8.871
6.02833	8.870
6.03000	8.870
6.03167	8.869
6.03333	8.868
6.03500	8.868
6.03667	8.867
6.03833	8.866
6.04000	8.865
6.04167	8.865
6.04333	8.864
6.04500	8.863
6.04667	8.862
6.04833	8.862
6.05000	8.861
6.05167	8.860
6.05333	8.859
6.05500	8.859
6.05667	8.858
6.05833	8.857
6.06000	8.856
6.06167	8.856
6.06333	8.855
6.06500	8.854
6.06667	8.854
6.06833	8.853
6.07000	8.852
6.07167	8.851
6.07333	8.851
6.07500	8.850
6.07667	8.849
6.07833	8.848
6.08000	8.848
6.08167	8.847
6.08333	8.846
6.08500	8.845
6.08667	8.845
6.08833	8.844
6.09000	8.843
6.09167	8.842
6.09333	8.842
6.09500	8.841
6.09667	8.840
6.09833	8.840
6.10000	8.839
6.10167	8.838
6.10333	8.837
6.10500	8.837
6.10667	8.836
6.10833	8.835
6.11000	8.834
6.11167	8.834
6.11333	8.833
6.11500	8.832
6.11667	8.831
6.11833	8.831
6.12000	8.830
6.12167	8.829
6.12333	8.828
6.12500	8.828
6.12667	8.827
6.12833	8.826
6.13000	8.825
6.13167	8.825
6.13333	8.824
6.13500	8.823
6.13667	8.823
6.13833	8.822
6.14000	8.821
6.14167	8.820
6.14333	8.820
6.14500	8.819
6.14667	8.818
6.14833	8.817
6.15000	8.817
6.15167	8.816
6.15333	8.815
6.15500	8.814
6.15667	8.814
6.15833	8.813
6.16000	8.812
6.16167	8.811
6.16333	8.811
6.16500	8.810
6.16667	8.809
6.16833	8.809
6.17000	8.808
6.17167	8.807
6.17333	8.806
6.17500	8.806
6.17667	8.805
6.17833	8.804
6.18000	8.803
6.18167	8.803
6.18333	8.802
6.18500	8.801
6.18667	8.800
6.18833	8.800
6.19000	8.799
6.19167	8.798
6.19333	8.797
6.19500	8.797
6.19667	8.796
6.19833	8.795
6.20000	8.795
6.20167	8.794
6.20333	8.793
6.20500	8.792
6.20667	8.792
6.20833	8.791
6.21000	8.790
6.21167	8.789
6.21333	8.789
6.21500	8.788
6.21667	8.787
6.21833	8.786
6.22000	8.786
6.22167	8.785
6.22333	8.784
6.22500	8.783
6.22667	8.783
6.22833	8.782
6.23000	8.781
6.23167	8.781
6.23333	8.780
6.23500	8.779
6.23667	8.778
6.23833	8.778
6.24000	8.777
6.24167	8.776
6.24333	8.775
6.24500	8.775
6.24667	8.774
6.24833	8.773
6.25000	8.772
6.25167	8.772
6.25333	8.771
6.25500	8.770
6.25667	8.769
6.25833	8.769
6.26000	8.768
6.26167	8.767
6.26333	8.767
6.26500	8.766
6.26667	8.765
6.26833	8.764
6.27000	8.764
6.27167	8.763
6.27333	8.762
6.27500	8.761
6.27667	8.761
6.27833	8.760
6.28000	8.759
6.28167	8.758
6.28333	8.758
6.28500	8.757
6.28667	8.756
6.28833	8.755
6.29000	8.755
6.29167	8.754
6.29333	8.753
6.29500	8.752
6.29667	8.752
6.29833	8.751
6.30000	8.750
6.30167	8.750
6.30333	8.749
6.30500	8.748
6.30667	8.747
6.30833	8.747
6.31000	8.746
6.31167	8.745
6.31333	8.744
6.31500	8.744
6.31667	8.743
6.31833	8.742
6.32000	8.741
6.32167	8.741
6.32333	8.740
6.32500	8.739
6.32667	8.738
6.32833	8.738
6.33000	8.737
6.33167	8.736
6.33333	8.736
6.33500	8.735
6.33667	8.734
6.33833	8.733
6.34000	8.733
6.34167	8.732
6.34333	8.731
6.34500	8.730
6.34667	8.730
6.34833	8.729
6.35000	8.728
6.35167	8.727
6.35333	8.727
6.35500	8.726
6.35667	8.725
6.35833	8.724
6.36000	8.724
6.36167	8.723
6.36333	8.722
6.36500	8.722
6.36667	8.721
6.36833	8.720
6.37000	8.719
6.37167	8.719
6.37333	8.718
6.37500	8.717
6.37667	8.716
6.37833	8.716
6.38000	8.715
6.38167	8.714
6.38333	8.713
6.38500	8.713
6.38667	8.712
6.38833	8.711
6.39000	8.710
6.39167	8.710
6.39333	8.709
6.39500	8.708
6.39667	8.708
6.39833	8.707
6.40000	8.706
6.40167	8.705
6.40333	8.705
6.40500	8.704
6.40667	8.703
6.40833	8.702
6.41000	8.702
6.41167	8.701
6.41333	8.700
6.41500	8.699
6.41667	8.699
6.41833	8.698
6.42000	8.697
6.42167	8.696
6.42333	8.696
6.42500	8.695
6.42667	8.694
6.42833	8.693
6.43000	8.693
6.43167	8.692
6.43333	8.691
6.43500	8.691
6.43667	8.690
6.43833	8.689
6.44000	8.688
6.44167	8.688
6.44333	8.687
6.44500	8.686
6.44667	8.685
6.44833	8.685
6.45000	8.684
6.45167	8.683
6.45333	8.682
6.45500	8.682
6.45667	8.681
6.45833	8.680
6.46000	8.679
6.46167	8.679
6.46333	8.678
6.46500	8.677
6.46667	8.677
6.46833	8.676
6.47000	8.675
6.47167	8.674
6.47333	8.674
6.47500	8.673
6.47667	8.672
6.47833	8.671
6.48000	8.671
6.48167	8.670
6.48333	8.669
6.48500	8.668
6.48667	8.668
6.48833	8.667
6.49000	8.666
6.49167	8.665
6.49333	8.665
6.49500	8.664
6.49667	8.663
6.49833	8.663
6.50000	8.662
6.50167	8.661
6.50333	8.660
6.50500	8.660
6.50667	8.659
6.50833	8.658
6.51000	8.657
6.51167	8.657
6.51333	8.656
6.51500	8.655
6.51667	8.654
6.51833	8.654
6.52000	8.653
6.52167	8.652
6.52333	8.651
6.52500	8.651
6.52667	8.650
6.52833	8.649
6.53000	8.649
6.53167	8.648
6.53333	8.647
6.53500	8.646
6.53667	8.646
6.53833	8.645
6.54000	8.644
6.54167	8.643
6.54333	8.643
6.54500	8.642
6.54667	8.641
6.54833	8.640
6.55000	8.640
6.55167	8.639
6.55333	8.638
6.55500	8.637
6.55667	8.637
6.55833	8.636
6.56000	8.635
6.56167	8.634
6.56333	8.634
6.56500	8.633
6.56667	8.632
6.56833	8.632
6.57000	8.631
6.57167	8.630
6.57333	8.629
6.57500	8.629
6.57667	8.628
6.57833	8.627
6.58000	8.626
6.58167	8.626
6.58333	8.625
6.58500	8.624
6.58667	8.623
6.58833	8.623
6.59000	8.622
6.59167	8.621
6.59333	8.620
6.59500	8.620
6.59667	8.619
6.59833	8.618
6.60000	8.618
6.60167	8.617
6.60333	8.616
6.60500	8.615
6.60667	8.615
6.60833	8.614
6.61000	8.613
6.61167	8.612
6.61333	8.612
6.61500	8.611
6.61667	8.610
6.61833	8.609
6.62000	8.609
6.62167	8.608
6.62333	8.607
6.62500	8.606
6.62667	8.606
6.62833	8.605
6.63000	8.604
6.63167	8.604
6.63333	8.603
6.63500	8.602
6.63667	8.601
6.63833	8.601
6.64000	8.600
6.64167	8.599
6.64333	8.598
6.64500	8.598
6.64667	8.597
6.64833	8.596
6.65000	8.595
6.65167	8.595
6.65333	8.594
6.65500	8.593
6.65667	8.592
6.65833	8.592
6.66000	8.591
6.66167	8.590
6.66333	8.590
6.66500	8.589
6.66667	8.588
6.66833	8.587
6.67000	8.587
6.67167	8.586
6.67333	8.585
6.67500	8.584
6.67667	8.584
6.67833	8.583
6.68000	8.582
6.68167	8.581
6.68333	8.581
6.68500	8.580
6.68667	8.579
6.68833	8.578
6.69000	8.578
6.69167	8.577
6.69333	8.576
6.69500	8.575
6.69667	8.575
6.69833	8.574
6.70000	8.573
6.70167	8.573
6.70333	8.572
6.70500	8.571
6.70667	8.570
6.70833	8.570
6.71000	8.569
6.71167	8.568
6.71333	8.567
6.71500	8.567
6.71667	8.566
6.71833	8.565
6.72000	8.564
6.72167	8.564
6.72333	8.563
6.72500	8.562
6.72667	8.561
6.72833	8.561
6.73000	8.560
6.73167	8.559
6.73333	8.559
6.73500	8.558
6.73667	8.557
6.73833	8.556
6.74000	8.556
6.74167	8.555
6.74333	8.554
6.74500	8.553
6.74667	8.553
6.74833	8.552
6.75000	8.551
6.75167	8.550
6.75333	8.550
6.75500	8.549
6.75667	8.548
6.75833	8.547
6.76000	8.547
6.76167	8.546
6.76333	8.545
6.76500	8.545
6.76667	8.544
6.76833	8.543
6.77000	8.542
6.77167	8.542
6.77333	8.541
6.77500	8.540
6.77667	8.539
6.77833	8.539
6.78000	8.538
6.78167	8.537
6.78333	8.536
6.78500	8.536
6.78667	8.535
6.78833	8.534
6.79000	8.533
6.79167	8.533
6.79333	8.532
6.79500	8.531
6.79667	8.531
6.79833	8.530
6.80000	8.529
6.80167	8.528
6.80333	8.528
6.80500	8.527
6.80667	8.526
6.80833	8.525
6.81000	8.525
6.81167	8.524
6.81333	8.523
6.81500	8.522
6.81667	8.522
6.81833	8.521
6.82000	8.520
6.82167	8.519
6.82333	8.519
6.82500	8.518
6.82667	8.517
6.82833	8.517
6.83000	8.516
6.83167	8.515
6.83333	8.514
6.83500	8.514
6.83667	8.513
6.83833	8.512
6.84000	8.511
6.84167	8.511
6.84333	8.510
6.84500	8.509
6.84667	8.508
6.84833	8.508
6.85000	8.507
6.85167	8.506
6.85333	8.505
6.85500	8.505
6.85667	8.504
6.85833	8.503
6.86000	8.502
6.86167	8.502
6.86333	8.501
6.86500	8.500
6.86667	8.500
6.86833	8.499
6.87000	8.498
6.87167	8.497
6.87333	8.497
6.87500	8.496
6.87667	8.495
6.87833	8.494
6.88000	8.494
6.88167	8.493
6.88333	8.492
6.88500	8.491
6.88667	8.491
6.88833	8.490
6.89000	8.489
6.89167	8.488
6.89333	8.488
6.89500	8.487
6.89667	8.486
6.89833	8.486
6.90000	8.485
6.90167	8.484
6.90333	8.483
6.90500	8.483
6.90667	8.482
6.90833	8.481
6.91000	8.480
6.91167	8.480
6.91333	8.479
6.91500	8.478
6.91667	8.477
6.91833	8.477
6.92000	8.476
6.92167	8.475
6.92333	8.474
6.92500	8.474
6.92667	8.473
6.92833	8.472
6.93000	8.472
6.93167	8.471
6.93333	8.470
6.93500	8.469
6.93667	8.469
6.93833	8.468
6.94000	8.467
6.94167	8.466
6.94333	8.466
6.94500	8.465
6.94667	8.464
6.94833	8.463
6.95000	8.463
6.95167	8.462
6.95333	8.461
6.95500	8.460
6.95667	8.460
6.95833	8.459
6.96000	8.458
6.96167	8.458
6.96333	8.457
6.96500	8.456
6.96667	8.455
6.96833	8.455
6.97000	8.454
6.97167	8.453
6.97333	8.452
6.97500	8.452
6.97667	8.451
6.97833	8.450
6.98000	8.449
6.98167	8.449
6.98333	8.448
6.98500	8.447
6.98667	8.446
6.98833	8.446
6.99000	8.445
6.99167	8.444
6.99333	8.443
6.99500	8.443
6.99667	8.442
6.99833	8.441
7.00000	8.441
7.00167	8.440
7.00333	8.439
7.00500	8.438
7.00667	8.438
7.00833	8.437
7.01000	8.436
7.01167	8.435
7.01333	8.435
7.01500	8.434
7.01667	8.433
7.01833	8.432
7.02000	8.432
7.02167	8.431
7.02333	8.430
7.02500	8.429
7.02667	8.429
7.02833	8.428
7.03000	8.427
7.03167	8.427
7.03333	8.426
7.03500	8.425
7.03667	8.424
7.03833	8.424
7.04000	8.423
7.04167	8.422
7.04333	8.421
7.04500	8.421
7.04667	8.420
7.04833	8.419
7.05000	8.418
7.05167	8.418
7.05333	8.417
7.05500	8.416
7.05667	8.415
7.05833	8.415
7.06000	8.414
7.06167	8.413
7.06333	8.413
7.06500	8.412
7.06667	8.411
7.06833	8.410
7.07000	8.410
7.07167	8.409
7.07333	8.408
7.07500	8.407
7.07667	8.407
7.07833	8.406
7.08000	8.405
7.08167	8.404
7.08333	8.404
7.08500	8.403
7.08667	8.402
7.08833	8.401
7.09000	8.401
7.09167	8.400
7.09333	8.399
7.09500	8.399
7.09667	8.398
7.09833	8.397
7.10000	8.396
7.10167	8.396
7.10333	8.395
7.10500	8.394
7.10667	8.393
7.10833	8.393
7.11000	8.392
7.11167	8.391
7.11333	8.390
7.11500	8.390
7.11667	8.389
7.11833	8.388
7.12000	8.387
7.12167	8.387
7.12333	8.386
7.12500	8.385
7.12667	8.384
7.12833	8.384
7.13000	8.383
7.13167	8.382
7.13333	8.382
7.13500	8.381
7.13667	8.380
7.13833	8.379
7.14000	8.379
7.14167	8.378
7.14333	8.377
7.14500	8.376
7.14667	8.376
7.14833	8.375
7.15000	8.374
7.15167	8.373
7.15333	8.373
7.15500	8.372
7.15667	8.371
7.15833	8.370
7.16000	8.370
7.16167	8.369
7.16333	8.368
7.16500	8.368
7.16667	8.367
7.16833	8.366
7.17000	8.365
7.17167	8.365
7.17333	8.364
7.17500	8.363
7.17667	8.362
7.17833	8.362
7.18000	8.361
7.18167	8.360
7.18333	8.359
7.18500	8.359
7.18667	8.358
7.18833	8.357
7.19000	8.356
7.19167	8.356
7.19333	8.355
7.19500	8.354
7.19667	8.354
7.19833	8.353
7.20000	8.352
7.20167	8.351
7.20333	8.351
7.20500	8.350
7.20667	8.349
7.20833	8.348
7.21000	8.348
7.21167	8.347
7.21333	8.346
7.21500	8.345
7.21667	8.345
7.21833	8.344
7.22000	8.343
7.22167	8.342
7.22333	8.342
7.22500	8.341
7.22667	8.340
7.22833	8.340
7.23000	8.339
7.23167	8.338
7.23333	8.337
7.23500	8.337
7.23667	8.336
7.23833	8.335
7.24000	8.334
7.24167	8.334
7.24333	8.333
7.24500	8.332
7.24667	8.331
7.24833	8.331
7.25000	8.330
7.25167	8.329
7.25333	8.328
7.25500	8.328
7.25667	8.327
7.25833	8.326
7.26000	8.325
7.26167	8.325
7.26333	8.324
7.26500	8.323
7.26667	8.323
7.26833	8.322
7.27000	8.321
7.27167	8.320
7.27333	8.320
7.27500	8.319
7.27667	8.318
7.27833	8.317
7.28000	8.317
7.28167	8.316
7.28333	8.315
7.28500	8.314
7.28667	8.314
7.28833	8.313
7.29000	8.312
7.29167	8.311
7.29333	8.311
7.29500	8.310
7.29667	8.309
7.29833	8.309
7.30000	8.308
7.30167	8.307
7.30333	8.306
7.30500	8.306
7.30667	8.305
7.30833	8.304
7.31000	8.303
7.31167	8.303
7.31333	8.302
7.31500	8.301
7.31667	8.300
7.31833	8.300
7.32000	8.299
7.32167	8.298
7.32333	8.297
7.32500	8.297
7.32667	8.296
7.32833	8.295
7.33000	8.295
7.33167	8.294
7.33333	8.293
7.33500	8.292
7.33667	8.292
7.33833	8.291
7.34000	8.290
7.34167	8.289
7.34333	8.289
7.34500	8.288
7.34667	8.287
7.34833	8.286
7.35000	8.286
7.35167	8.285
7.35333	8.284
7.35500	8.283
7.35667	8.283
7.35833	8.282
7.36000	8.281
7.36167	8.281
7.36333	8.280
7.36500	8.279
7.36667	8.278
7.36833	8.278
7.37000	8.277
7.37167	8.276
7.37333	8.275
7.37500	8.275
7.37667	8.274
7.37833	8.273
7.38000	8.272
7.38167	8.272
7.38333	8.271
7.38500	8.270
7.38667	8.269
7.38833	8.269
7.39000	8.268
7.39167	8.267
7.39333	8.266
7.39500	8.266
7.39667	8.265
7.39833	8.264
7.40000	8.264
7.40167	8.263
7.40333	8.262
7.40500	8.261
7.40667	8.261
7.40833	8.260
7.41000	8.259
7.41167	8.258
7.41333	8.258
7.41500	8.257
7.41667	8.256
7.41833	8.255
7.42000	8.255
7.42167	8.254
7.42333	8.253
7.42500	8.252
7.42667	8.252
7.42833	8.251
7.43000	8.250
7.43167	8.250
7.43333	8.249
7.43500	8.248
7.43667	8.247
7.43833	8.247
7.44000	8.246
7.44167	8.245
7.44333	8.244
7.44500	8.244
7.44667	8.243
7.44833	8.242
7.45000	8.241
7.45167	8.241
7.45333	8.240
7.45500	8.239
7.45667	8.238
7.45833	8.238
7.46000	8.237
7.46167	8.236
7.46333	8.236
7.46500	8.235
7.46667	8.234
7.46833	8.233
7.47000	8.233
7.47167	8.232
7.47333	8.231
7.47500	8.230
7.47667	8.230
7.47833	8.229
7.48000	8.228
7.48167	8.227
7.48333	8.227
7.48500	8.226
7.48667	8.225
7.48833	8.224
7.49000	8.224
7.49167	8.223
7.49333	8.222
7.49500	8.222
7.49667	8.221
7.49833	8.220
7.50000	8.219
7.50167	8.219
7.50333	8.218
7.50500	8.217
7.50667	8.216
7.50833	8.216
7.51000	8.215
7.51167	8.214
7.51333	8.213
7.51500	8.213
7.51667	8.212
7.51833	8.211
7.52000	8.210
7.52167	8.210
7.52333	8.209
7.52500	8.208
7.52667	8.208
7.52833	8.207
7.53000	8.206
7.53167	8.205
7.53333	8.205
7.53500	8.204
7.53667	8.203
7.53833	8.202
7.54000	8.202
7.54167	8.201
7.54333	8.200
7.54500	8.199
7.54667	8.199
7.54833	8.198
7.55000	8.197
7.55167	8.196
7.55333	8.196
7.55500	8.195
7.55667	8.194
7.55833	8.193
7.56000	8.193
7.56167	8.192
7.56333	8.191
7.56500	8.191
7.56667	8.190
7.56833	8.189
7.57000	8.188
7.57167	8.188
7.57333	8.187
7.57500	8.186
7.57667	8.185
7.57833	8.185
7.58000	8.184
7.58167	8.183
7.58333	8.182
7.58500	8.182
7.58667	8.181
7.58833	8.180
7.59000	8.179
7.59167	8.179
7.59333	8.178
7.59500	8.177
7.59667	8.177
7.59833	8.176
7.60000	8.175
7.60167	8.174
7.60333	8.174
7.60500	8.173
7.60667	8.172
7.60833	8.171
7.61000	8.171
7.61167	8.170
7.61333	8.169
7.61500	8.168
7.61667	8.168
7.61833	8.167
7.62000	8.166
7.62167	8.165
7.62333	8.165
7.62500	8.164
7.62667	8.163
7.62833	8.163
7.63000	8.162
7.63167	8.161
7.63333	8.160
7.63500	8.160
7.63667	8.159
7.63833	8.158
7.64000	8.157
7.64167	8.157
7.64333	8.156
7.64500	8.155
7.64667	8.154
7.64833	8.154
7.65000	8.153
7.65167	8.152
7.65333	8.151
7.65500	8.151
7.65667	8.150
7.65833	8.149
7.66000	8.149
7.66167	8.148
7.66333	8.147
7.66500	8.146
7.66667	8.146
7.66833	8.145
7.67000	8.144
7.67167	8.143
7.67333	8.143
7.67500	8.142
7.67667	8.141
7.67833	8.140
7.68000	8.140
7.68167	8.139
7.68333	8.138
7.68500	8.137
7.68667	8.137
7.68833	8.136
7.69000	8.135
7.69167	8.134
7.69333	8.134
7.69500	8.133
7.69667	8.132
7.69833	8.132
7.70000	8.131
7.70167	8.130
7.70333	8.129
7.70500	8.129
7.70667	8.128
7.70833	8.127
7.71000	8.126
7.71167	8.126
7.71333	8.125
7.71500	8.124
7.71667	8.123
7.71833	8.123
7.72000	8.122
7.72167	8.121
7.72333	8.120
7.72500	8.120
7.72667	8.119
7.72833	8.118
7.73000	8.118
7.73167	8.117
7.73333	8.116
7.73500	8.115
7.73667	8.115
7.73833	8.114
7.74000	8.113
7.74167	8.112
7.74333	8.112
7.74500	8.111
7.74667	8.110
7.74833	8.109
7.75000	8.109
7.75167	8.108
7.75333	8.107
7.75500	8.106
7.75667	8.106
7.75833	8.105
7.76000	8.104
7.76167	8.104
7.76333	8.103
7.76500	8.102
7.76667	8.101
7.76833	8.101
7.77000	8.100
7.77167	8.099
7.77333	8.098
7.77500	8.098
7.77667	8.097
7.77833	8.096
7.78000	8.095
7.78167	8.095
7.78333	8.094
7.78500	8.093
7.78667	8.092
7.78833	8.092
7.79000	8.091
7.79167	8.090
7.79333	8.090
7.79500	8.089
7.79667	8.088
7.79833	8.087
7.80000	8.087
7.80167	8.086
7.80333	8.085
7.80500	8.084
7.80667	8.084
7.80833	8.083
7.81000	8.082
7.81167	8.081
7.81333	8.081
7.81500	8.080
7.81667	8.079
7.81833	8.078
7.82000	8.078
7.82167	8.077
7.82333	8.076
7.82500	8.075
7.82667	8.075
7.82833	8.074
7.83000	8.073
7.83167	8.073
7.83333	8.072
7.83500	8.071
7.83667	8.070
7.83833	8.070
7.84000	8.069
7.84167	8.068
7.84333	8.067
7.84500	8.067
7.84667	8.066
7.84833	8.065
7.85000	8.064
7.85167	8.064
7.85333	8.063
7.85500	8.062
7.85667	8.061
7.85833	8.061
7.86000	8.060
7.86167	8.059
7.86333	8.059
7.86500	8.058
7.86667	8.057
7.86833	8.056
7.87000	8.056
7.87167	8.055
7.87333	8.054
7.87500	8.053
7.87667	8.053
7.87833	8.052
7.88000	8.051
7.88167	8.050
7.88333	8.050
7.88500	8.049
7.88667	8.048
7.88833	8.047
7.89000	8.047
7.89167	8.046
7.89333	8.045
7.89500	8.045
7.89667	8.044
7.89833	8.043
7.90000	8.042
7.90167	8.042
7.90333	8.041
7.90500	8.040
7.90667	8.039
7.90833	8.039
7.91000	8.038
7.91167	8.037
7.91333	8.036
7.91500	8.036
7.91667	8.035
7.91833	8.034
7.92000	8.033
7.92167	8.033
7.92333	8.032
7.92500	8.031
7.92667	8.031
7.92833	8.030
7.93000	8.029
7.93167	8.028
7.93333	8.028
7.93500	8.027
7.93667	8.026
7.93833	8.025
7.94000	8.025
7.94167	8.024
7.94333	8.023
7.94500	8.022
7.94667	8.022
7.94833	8.021
7.95000	8.020
7.95167	8.019
7.95333	8.019
7.95500	8.018
7.95667	8.017
7.95833	8.016
7.96000	8.016
7.96167	8.015
7.96333	8.014
7.96500	8.014
7.96667	8.013
7.96833	8.012
7.97000	8.011
7.97167	8.011
7.97333	8.010
7.97500	8.009
7.97667	8.008
7.97833	8.008
7.98000	8.007
7.98167	8.006
7.98333	8.005
7.98500	8.005
7.98667	8.004
7.98833	8.003
7.99000	8.002
7.99167	8.002
7.99333	8.001
7.99500	8.000
7.99667	8.000
7.99833	7.999
8.00000	7.998
8.00167	7.997
8.00333	7.997
8.00500	7.996
8.00667	7.995
8.00833	7.994
8.01000	7.994
8.01167	7.993
8.01333	7.992
8.01500	7.991
8.01667	7.991
8.01833	7.990
8.02000	7.989
8.02167	7.988
8.02333	7.988
8.02500	7.987
8.02667	7.986
8.02833	7.986
8.03000	7.985
8.03167	7.984
8.03333	7.983
8.03500	7.983
8.03667	7.982
8.03833	7.981
8.04000	7.980
8.04167	7.980
8.04333	7.979
8.04500	7.978
8.04667	7.977
8.04833	7.977
8.05000	7.976
8.05167	7.975
8.05333	7.974
8.05500	7.974
8.05667	7.973
8.05833	7.972
8.06000	7.972
8.06167	7.971
8.06333	7.970
8.06498	7.969
8.06667	7.969
8.06833	7.968
8.07000	7.967
8.07167	7.966
8.07333	7.966
8.07500	7.965
8.07667	7.964
8.07833	7.963
8.08000	7.963
8.08167	7.962
8.08333	7.961
8.08500	7.960
8.08667	7.960
8.08833	7.959
8.09000	7.958
8.09167	7.957
8.09333	7.957
8.09500	7.956
8.09667	7.955
8.09833	7.955
8.10000	7.954
8.10167	7.953
8.10333	7.952
8.10500	7.952
8.10667	7.951
8.10833	7.950
8.11000	7.949
8.11167	7.949
8.11333	7.948
8.11500	7.947
8.11667	7.946
8.11833	7.946
8.12000	7.945
8.12167	7.944
8.12333	7.943
8.12500	7.943
8.12667	7.942
8.12833	7.941
8.13000	7.941
8.13167	7.940
8.13333	7.939
8.13500	7.938
8.13667	7.938
8.13833	7.937
8.14000	7.936
8.14167	7.935
8.14333	7.935
8.14500	7.934
8.14667	7.933
8.14833	7.932
8.15000	7.932
8.15167	7.931
8.15333	7.930
8.15500	7.929
8.15667	7.929
8.15833	7.928
8.16000	7.927
8.16167	7.927
8.16333	7.926
8.16500	7.925
8.16667	7.924
8.16833	7.924
8.17000	7.923
8.17167	7.922
8.17333	7.921
8.17500	7.921
8.17667	7.920
8.17833	7.919
8.18000	7.918
8.18167	7.918
8.18333	7.917
8.18500	7.916
8.18667	7.915
8.18833	7.915
8.19000	7.914
8.19167	7.913
8.19333	7.913
8.19500	7.912
8.19667	7.911
8.19833	7.910
8.20000	7.910
8.20167	7.909
8.20333	7.908
8.20500	7.907
8.20667	7.907
8.20833	7.906
8.21000	7.905
8.21167	7.904
8.21333	7.904
8.21500	7.903
8.21667	7.902
8.21833	7.901
8.22000	7.901
8.22167	7.900
8.22333	7.899
8.22500	7.899
8.22667	7.898
8.22833	7.897
8.23000	7.896
8.23167	7.896
8.23333	7.895
8.23500	7.894
8.23667	7.893
8.23833	7.893
8.24000	7.892
8.24167	7.891
8.24333	7.890
8.24500	7.890
8.24667	7.889
8.24833	7.888
8.25000	7.887
8.25167	7.887
8.25333	7.886
8.25500	7.885
8.25667	7.884
8.25833	7.884
8.26000	7.883
8.26167	7.882
8.26333	7.882
8.26500	7.881
8.26667	7.880
8.26833	7.879
8.27000	7.879
8.27167	7.878
8.27333	7.877
8.27500	7.876
8.27667	7.876
8.27833	7.875
8.28000	7.874
8.28167	7.873
8.28333	7.873
8.28500	7.872
8.28667	7.871
8.28833	7.870
8.29000	7.870
8.29167	7.869
8.29333	7.868
8.29500	7.868
8.29667	7.867
8.29833	7.866
8.30000	7.865
8.30167	7.865
8.30333	7.864
8.30500	7.863
8.30667	7.862
8.30833	7.862
8.31000	7.861
8.31167	7.860
8.31333	7.859
8.31500	7.859
8.31667	7.858
8.31833	7.857
8.32000	7.856
8.32167	7.856
8.32333	7.855
8.32500	7.854
8.32667	7.854
8.32833	7.853
8.33000	7.852
8.33167	7.851
8.33333	7.851
8.33500	7.850
8.33667	7.849
8.33833	7.848
8.34000	7.848
8.34167	7.847
8.34333	7.846
8.34500	7.845
8.34667	7.845
8.34833	7.844
8.35000	7.843
8.35167	7.842
8.35333	7.842
8.35500	7.841
8.35667	7.840
8.35833	7.840
8.36000	7.839
8.36167	7.838
8.36333	7.837
8.36500	7.837
8.36667	7.836
8.36833	7.835
8.37000	7.834
8.37167	7.834
8.37333	7.833
8.37500	7.832
8.37667	7.831
8.37833	7.831
8.38000	7.830
8.38167	7.829
8.38333	7.828
8.38500	7.828
8.38667	7.827
8.38833	7.826
8.39000	7.825
8.39167	7.825
8.39333	7.824
8.39500	7.823
8.39667	7.823
8.39833	7.822
8.40000	7.821
8.40167	7.820
8.40333	7.820
8.40500	7.819
8.40667	7.818
8.40833	7.817
8.41000	7.817
8.41167	7.816
8.41333	7.815
8.41500	7.814
8.41667	7.814
8.41833	7.813
8.42000	7.812
8.42167	7.811
8.42333	7.811
8.42500	7.810
8.42667	7.809
8.42833	7.809
8.43000	7.808
8.43167	7.807
8.43333	7.806
8.43500	7.806
8.43667	7.805
8.43833	7.804
8.44000	7.803
8.44167	7.803
8.44333	7.802
8.44500	7.801
8.44667	7.800
8.44833	7.800
8.45000	7.799
8.45167	7.798
8.45333	7.797
